ID do Procedimento;Descrição do Procedimento
40703037;Cintilografia da tireóide e/ou captação (tecnécio - 99m TC)
40703045;Cintilografia das paratireóides
40703053;Cintilografia de corpo inteiro para pesquisa de metástases (PCI)
40703061;Teste de estímulo com TSH recombinante
40703070;Teste de supressão da tireóide com T3
40703088;Teste do perclorato
40704017;Cintilografia renal dinâmica
40704025;Cintilografia renal dinâmica com diurético
40704033;Cintilografia renal estática (quantitativa ou qualitativa)
40704041;Cintilografia testicular (escrotal)
40704050;Cistocintilografia direta
40704068;Cistocintilografia indireta
40704076;Determinação da filtração glomerular
40704084;Determinação do fluxo plasmático renal
40705013;Cintilografia do sistema retículo-endotelial (medula óssea)
40705021;Demonstração do sequestro de hemácias pelo baço
40705030;Determinação da sobrevida de hemácias
40705048;Determinação do volume eritrocitário
40705056;Determinação do volume plasmático
40705064;Teste de absorção de vitamina B12 com cobalto - 57 (teste de Schilling)
40706010;Cintilografia óssea (corpo total)
40706028;Fluxo sanguíneo ósseo
40707016;Cintilografia cerebral
40707024;Cintilografia cerebral com FDG-18 F, em câmara hibrída
40707032;Cintilografia de perfusão cerebral
40707091;Cintilografia de perfusão cerebral para avaliação de transporatdores de dopamina
40707040;Cisternocintilografia
40707059;Cisternocintilografia para pesquisa de fístula liquórica
40707067;Fluxo sanguíneo cerebral
40707075;Mielocintilografia
40707083;Ventrículo-cintilografia
40708012;Cintilografia com análogo de somatostatina
40708020;Cintilografia com gálio-67
40708039;Cintilografia com leucócitos marcados
40708047;Cintilografia com MIBG (metaiodobenzilguanidina)
40708055;Cintilografia de corpo total com FDG-18 F, em câmara híbrida
40708063;Cintilografia de mama (bilateral)
40708071;Demarcação radioisotópica de lesões tumorais
40708080;Detecção intraoperatória radioguiada de lesões tumorais
40708098;Detecção intraoperatória radioguiada de linfonodo sentinela
40708101;Linfocintilografia
40708136;PET CT neurológico com FDG
40708128;PET dedicado oncológico
40708110;Quantificação da captação pulmonar com gálio-67
40709019;Cintilografia para detecção de aspiração pulmonar
40709027;Cintilografia pulmonar (inalação)
40709035;Cintilografia pulmonar (perfusão)
40710017;Sessão médica para planejamento técnico de radioisotopoterapia
40710025;Tratamento com metaiodobenzilguanidina (MIBG)
40710041;Tratamento de câncer da tireóide
40710050;Tratamento de hipertireoidismo-bócio nodular tóxico (Graves)
40710068;Tratamento de hipertireoidismo-bócio nodular tóxico (Plummer)
40710076;Tratamento de metástases ósseas (estrôncio-90)
40710084;Tratamento de metástases ósseas (samário-153)
40710114;Tratamento de metástases ósseas com isótopos alfa emissor - planejamento e 1º dia de tratamento
40710122;Tratamento de metástases ósseas com isótopos alfa emissor - por dia de atendimento (até o início do próximo ciclo - intervalo de 4 a 8 semanas)
40710092;Tratamento de tumores neuroendócrinos
40711013;Dacriocintilografia
40711021;Imunocintilografia (anticorpos monoclonais)
40801195;Planigrafia linear de crânio ou sela túrcica ou face ou mastóide
40801187;Radiografia oclusal
40801179;Radiografia peri-apical
40801128;RX - Adenóides ou cavum
40801160;RX - Arcada dentária (por arcada)
40801101;RX - Arcos zigomáticos ou malar ou apófises estilóides
40801110;RX - Articulação temporomandibular - bilateral
40801012;RX - Crânio - 2 incidências
40801020;RX - Crânio - 3 incidências
40801039;RX - Crânio - 4 incidências
40801209;RX - Incidência adicional de crânio ou face
40801080;RX - Maxilar inferior
40801055;RX - Órbitas - bilateral
40801047;RX - Orelha, mastóides ou rochedos - bilateral
40801098;RX - Ossos da face
40801136;RX - Panorâmica de mandíbula (ortopantomografia)
40801063;RX - Seios da face
40801071;RX - Sela túrcica
40801152;Teleperfil em cefalostato - com traçado
40801144;Teleperfil em cefalostato - sem traçado
40802108;Planigrafia de coluna vertebral (dois planos)
40802019;RX - Coluna cervical - 3 incidências
40802027;RX - Coluna cervical - 5 incidências
40802035;RX - Coluna dorsal - 2 incidências
40802043;RX - Coluna dorsal - 4 incidências
40802086;RX - Coluna dorso-lombar para escoliose
40802051;RX - Coluna lombo-sacra - 3 incidências
40802060;RX - Coluna lombo-sacra - 5 incidências
40802094;RX - Coluna total para escoliose (telespondilografia)
40802116;RX - Incidência adicional de coluna
40802078;RX - Sacro-coccix
40803104;RX - Antebraço
40803066;RX - Articulação acromioclavicular
40803074;RX - Articulação escapuloumeral (ombro)
40803023;RX - Articulação esternoclavicular
40803082;RX - Braço
40803040;RX - Clavícula
40803031;RX - Costelas - por hemitórax
40803090;RX - Cotovelo
40803015;RX - Esterno
40803147;RX - Incidência adicional de membro superior
40803120;RX - Mão ou quirodáctilo
40803139;RX - Mãos e punhos para idade óssea
40803058;RX - Omoplata ou escápula
40803112;RX - Punho
40804119;Escanometria
40804038;RX - Articulação coxofemoral (quadril)
40804089;RX - Articulação tibiotársica (tornozelo)
40804020;RX - Articulações sacroilíacas
40804011;RX - Bacia
40804100;RX - Calcâneo
40804046;RX - Coxa
40804135;RX - Incidência adicional de membro inferior
40804054;RX - Joelho
40804127;RX - Panorâmica dos membros inferiores
40804062;RX - Patela
40804097;RX - Pé ou pododáctilo
40804070;RX - Perna
40805069;Planigrafia de tórax, mediastino ou laringe
40805050;RX - Coração e vasos da base
40805077;RX - Laringe ou hipofaringe ou pescoço (partes moles)
40805018;RX - Tórax - 1 incidência
40805026;RX - Tórax - 2 incidências
40805034;RX - Tórax - 3 incidências
40805042;RX - Tórax - 4 incidências
40806081;Clister ou enema opaco (duplo contraste)
40806103;Colangiografia intra-operatória
40806111;Colangiografia pós-operatória (pelo dreno)
40806090;Defecograma
40806014;Deglutograma
40806030;RX - Esôfago
40806057;RX - Esôfago - hiato - estômago e duodeno
40806049;RX - Estômago e duodeno
40806073;RX - Estudo do delgado com duplo contraste
40806065;RX - Trânsito e morfologia do delgado
40806200;Videodefecograma
40806022;Videodeglutograma
40807029;Pielografia ascendente
40807088;RX - Pênis
40807070;Tomografia renal sem contraste
40807053;Uretrocistografia de adulto
40807061;Uretrocistografia de criança (até 12 anos)
40807010;Urografia venosa com bexiga pré e pós-miccional
40807045;Urografia venosa com nefrotomografia
40807037;Urografia venosa minutada 1-2-3
40808254;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por estereotaxia (não inclui o exame de imagem)
40808270;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por RM (não inclui o exame de imagem)
40808262;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por US (não inclui o exame de imagem)
40808319;Colocação de clipe(s) pré QT neoadjuvante em axila - cada lado (não inclui o exame de base)
40808327;Colocação de clipe(s) pré QT neoadjuvante em mam - cada lado (não inclui o exame de base)
40808149;Densitometria óssea - corpo inteiro (avaliação de massa óssea ou de composição corporal)
40808130;Densitometria óssea - rotina: coluna e fêmur (ou dois segmentos)
40808122;Densitometria óssea (um segmento)
40808190;Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por estereotaxia (não inclui exame de imagem)
40808211;Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por RM (não inclui exame de imagem)
40808203;Marcação pré-cirúrgica por nódulo - máximo de 3 nódulos por mama, por US (não inclui exame de imagem)
40808165;Planigrafia de osso
40808220;Punção ou biópsia mamária percutânea por agulha fina orientada por estereotaxia (não inclui o exame de base)
40808246;Punção ou biópsia mamária percutânea por agulha fina orientada por TC (não inclui o exame de base)
40808238;Punção ou biópsia mamária percutânea por agulha fina orientada por US (não inclui o exame de base)
40808025;RX - Abdome agudo
40808017;RX - Abdome simples
40808050;RX - Ampliação ou magnificação de lesão mamária
40808157;RX - Avaliação de fraturas vertebrais por DXA
40808114;RX - Esqueleto (incidências básicas de: crânio, coluna, bacia e membros)
40808033;RX - Mamografia convencional bilateral
40808041;RX - Mamografia digital bilateral
40808289;RX - Mamotomia por estereotaxia (não inclui o exame de imagem)
40808300;RX - Mamotomia por RM (não inclui o exame de imagem)
40808297;RX - Mamotomia por US (não inclui o exame de imagem)
40809048;Artrografia ou pneumoartrografia
40809064;Colangiografia transcutânea
40809072;Colangiopancreatografia retrógrada
40809080;Dacriocistografia
40809102;Drenagem percutânea orientada por RX (acrescentar o exame de base)
40809056;Fistulografia
40809030;Histerossalpingografia
40809196;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RM (não inclui o exame de base)
40809200;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RX (não inclui o exame de base)
40809218;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por TC (não inclui o exame de base)
40809226;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por US (não inclui o exame de base)
40809188;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RM (não inclui o exame de base)
40809153;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RX (não inclui o exame de base)
40809170;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por TC (não inclui o exame de base)
40809161;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por US (não inclui o exame de base)
40809021;Sialografia (por glândula)
40810046;Avaliação hemodinâmica por cateterismo (aferimento de pressão ou fluxo arterial ou venoso)
40810038;Colheita seletiva de sangue para dosagem hormonal
40810011;Mielografia segmentar (por segmento)
40810020;Teste de oclusão de artéria carótida ou vertebral
40811018;Radioscopia diagnóstica
40811026;Radioscopia para acompanhamento de procedimento cirúrgico (por hora ou fração)
40812030;Angiografia por cateterismo não seletivo de grande vaso
40812049;Angiografia por cateterismo seletivo de ramo primário - por vaso
40812057;Angiografia por cateterismo superseletivo de ramo secundário ou distal - por vaso
40812022;Angiografia por punção
40812073;Angiografia pós-operatória de controle
40812065;Angiografia transoperatória de posicionamento
40812014;Aortografia abdominal por punção translombar
40812138;Cavernosografia
40812162;Cone beam CT ou Tomografia Computadorizada em “Feixe Cônico” intra operatória
40812111;Esplenoportografia percutânea
40812146;Fármaco-cavernosografia (dinâmica)
40812081;Flebografia por punção venosa unilateral
40812090;Flebografia retrógrada por cateterismo - unilateral
40812120;Linfangioadenografia unilateral
40812103;Portografia trans-hepática
40813045;Ablação percutânea de tumor (qualquer método)
40813029;Ablação percutânea de tumor hepático (qualquer método)
40813037;Ablação percutânea de tumor ósseo (qualquer método)
40814181;Ablação percutânea de tumor renal (qualquer método)
40813010;Ablação percutânea de tumor torácico (qualquer método)
40813053;Alcoolização percutânea de angioma
40813118;Angioplastia arterial ou venosa de anastomose vascular de fígado transplantado
40813134;Angioplastia arterial ou venosa de anastomose vascular de rim transplantado
40813088;Angioplastia de aorta para tratamento de coarctação
40813100;Angioplastia de artéria visceral - por vaso
40813061;Angioplastia de ramo intracraniano
40813142;Angioplastia de ramos hipogástricos para tratamento de impotência
40813070;Angioplastia de tronco supra-aórtico
40813150;Angioplastia de tronco venoso
40813126;Angioplastia renal para tratamento de hipertensão renovascular ou outra condição
40813177;Angioplastia transluminal percutânea
40813185;Angioplastia transluminal percutânea para tratamento de obstrução arterial
40813169;Angioplastia venosa para tratamento de síndrome de BUDD-CHIARI
40813401;Aterectomia percutânea orientada por RX
40813860;Celostomia percutânea orientada por RX ou TC
40813843;Colecistostomia percutânea orientada por RX, US ou TC
40813231;Colocação de cateter venoso central ou portocath
40813240;Colocação de filtro de VCI para prevenção de TEP
40813215;Colocação de stent aórtico
40813320;Colocação de stent biliar
40813258;Colocação de stent em artéria visceral - por vaso
40813290;Colocação de stent em estenose vascular de enxerto transplantado
40813193;Colocação de stent em ramo intracraniano - por vaso
40813304;Colocação de stent em traquéia ou brônquio
40813207;Colocação de stent em tronco supra-aórtico
40813312;Colocação de stent esofagiano, duodenal ou colônico
40813266;Colocação de stent para tratamento de obstrução arterial ou venosa - por vaso
40813223;Colocação de stent para tratamento de síndrome de VCI
